Dex,Pokemon,Type Icon I,Type Icon II,Sprite,Raw (Showdown),Image,Raw (Serebii),Current Team,Current Trainer,Tier,Games GP,W,L,WR,KDA K,D,+/-,Damage Dmg Dealt,Dmg Taken,Dmg Diff,Dmg Ratio,Column 103,HP,Atk,Def,SpA,SpD,Spe,Total,Type I,Type II,Ability I,Ability II,Hidden Ability,Season 1 Team,Exceptions,Exception Only,Column 78,Mold Breaker Weaknesses Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy,Column 77,Weaknesses + Only Unoptional Exceptions Normal1,Fire1,Water1,Electric1,Grass1,Ice1,Fighting1,Poison1,Ground1,Flying1,Psychic1,Bug1,Rock1,Ghost1,Dragon1,Dark1,Steel1,Fairy1,Column 98,Weaknesses + All Exceptions Normal2,Fire2,Water2,Electric2,Grass2,Ice2,Fighting2,Poison2,Ground2,Flying2,Psychic2,Bug2,Rock2,Ghost2,Dragon2,Dark2,Steel2,Fairy2,Column 79,Showdown Gen 5 Link,Serebii New,Serebii Link,Raw (Pokemon DB),DBLink,Backup DBLink,Blank
306,M-Aggron,,,,aggron-mega,,306-m,,,C,,,,,,,,,,,,,70,140,230,60,80,50,630,Steel,,Filter,,,,1,0,,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/aggron-mega.png,https://www.serebii.net/scarletviolet/pokemon/new/306-m.png,https://www.serebii.net/pokemon/art/306-m.png,aggron-mega,https://img.pokemondb.net/artwork/large/aggron-mega.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/aggron-mega.png,
306,Aggron,,,,aggron,,306,,,C,,,,,,,,,,,,,70,110,180,60,60,50,530,Steel,Rock,Sturdy,Rock Head,Heavy Metal,,0,-3,,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/aggron.png,https://www.serebii.net/scarletviolet/pokemon/new/306.png,https://www.serebii.net/pokemon/art/306.png,aggron,https://img.pokemondb.net/artwork/large/aggron.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/aggron.png,
307,Meditite,,,,meditite,,307,,,Z,,,,,,,,,,,,,30,40,55,40,55,60,280,Fighting,Psychic,Pure Power,,Telepathy,,0,-2,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/meditite.png,https://www.serebii.net/scarletviolet/pokemon/new/307.png,https://www.serebii.net/pokemon/art/307.png,meditite,https://img.pokemondb.net/artwork/large/meditite.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/meditite.png,
308,M-Medicham,,,,medicham-mega,,308-m,,,B,,,,,,,,,,,,,60,100,85,80,85,100,510,Fighting,Psychic,Pure Power,,,,0,-1,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/medicham-mega.png,https://www.serebii.net/scarletviolet/pokemon/new/308-m.png,https://www.serebii.net/pokemon/art/308-m.png,medicham-mega,https://img.pokemondb.net/artwork/large/medicham-mega.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/medicham-mega.png,
308,Medicham,,,,medicham,,308,,,C,,,,,,,,,,,,,60,60,75,60,75,80,410,Fighting,Psychic,Pure Power,,Telepathy,,0,-2,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/medicham.png,https://www.serebii.net/scarletviolet/pokemon/new/308.png,https://www.serebii.net/pokemon/art/308.png,medicham,https://img.pokemondb.net/artwork/large/medicham.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/medicham.png,
309,Electrike,,,,electrike,,309,,,Z,,,,,,,,,,,,,40,45,40,65,40,65,295,Electric,,Static,Lightningrod,Minus,,0,-3,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/electrike.png,https://www.serebii.net/scarletviolet/pokemon/new/309.png,https://www.serebii.net/pokemon/art/309.png,electrike,https://img.pokemondb.net/artwork/large/electrike.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/electrike.png,
310,M-Manectric,,,,manectric-mega,,310-m,Team 9,Benbo,B,,,,,,,,,,,,,70,75,80,135,80,135,575,Electric,,Intimidate,,,Team 9,0,-1,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/manectric-mega.png,https://www.serebii.net/scarletviolet/pokemon/new/310-m.png,https://www.serebii.net/pokemon/art/310-m.png,manectric-mega,https://img.pokemondb.net/artwork/large/manectric-mega.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/manectric-mega.png,
310,Manectric,,,,manectric,,310,,,Z,,,,,,,,,,,,,70,75,60,105,60,105,475,Electric,,Static,Lightningrod,Minus,,0,-3,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/manectric.png,https://www.serebii.net/scarletviolet/pokemon/new/310.png,https://www.serebii.net/pokemon/art/310.png,manectric,https://img.pokemondb.net/artwork/large/manectric.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/manectric.png,
311,Plusle,,,,plusle,,311,,,Z,,,,,,,,,,,,,60,50,40,85,75,95,405,Electric,,Plus,,Lightning Rod,,1,-1,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/plusle.png,https://www.serebii.net/scarletviolet/pokemon/new/311.png,https://www.serebii.net/pokemon/art/311.png,plusle,https://img.pokemondb.net/artwork/large/plusle.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/plusle.png,
312,Minun,,,,minun,,312,,,Z,,,,,,,,,,,,,60,40,50,75,85,95,405,Electric,,Minus,,Volt Absorb,,1,-1,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/minun.png,https://www.serebii.net/scarletviolet/pokemon/new/312.png,https://www.serebii.net/pokemon/art/312.png,minun,https://img.pokemondb.net/artwork/large/minun.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/minun.png,
313,Volbeat,,,,volbeat,,313,,,C,,,,,,,,,,,,,65,73,75,47,85,85,430,Bug,,Illuminate,Swarm,Prankster,,0,-3,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/volbeat.png,https://www.serebii.net/scarletviolet/pokemon/new/313.png,https://www.serebii.net/pokemon/art/313.png,volbeat,https://img.pokemondb.net/artwork/large/volbeat.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/volbeat.png,
314,Illumise,,,,illumise,,314,,,C,,,,,,,,,,,,,65,47,75,73,85,85,430,Bug,,Oblivious,Tinted Lens,Prankster,,0,-3,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/illumise.png,https://www.serebii.net/scarletviolet/pokemon/new/314.png,https://www.serebii.net/pokemon/art/314.png,illumise,https://img.pokemondb.net/artwork/large/illumise.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/illumise.png,
315,Roselia,,,,roselia,,315,,,Z,,,,,,,,,,,,,50,60,45,100,80,65,400,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,,0,-3,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/roselia.png,https://www.serebii.net/scarletviolet/pokemon/new/315.png,https://www.serebii.net/pokemon/art/315.png,roselia,https://img.pokemondb.net/artwork/large/roselia.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/roselia.png,
316,Gulpin,,,,gulpin,,316,,,Z,,,,,,,,,,,,,70,43,53,43,53,40,302,Poison,,Liquid Ooze,Sticky Hold,Gluttony,,0,-3,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/gulpin.png,https://www.serebii.net/scarletviolet/pokemon/new/316.png,https://www.serebii.net/pokemon/art/316.png,gulpin,https://img.pokemondb.net/artwork/large/gulpin.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/gulpin.png,
317,Swalot,,,,swalot,,317,,,Z,,,,,,,,,,,,,100,73,83,73,83,55,467,Poison,,Liquid Ooze,Sticky Hold,Gluttony,,0,-3,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/swalot.png,https://www.serebii.net/scarletviolet/pokemon/new/317.png,https://www.serebii.net/pokemon/art/317.png,swalot,https://img.pokemondb.net/artwork/large/swalot.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/swalot.png,
318,Carvanha,,,,carvanha,,318,,,Z,,,,,,,,,,,,,45,90,20,65,20,65,305,Water,Dark,Rough Skin,,Speed Boost,,0,-2,,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/carvanha.png,https://www.serebii.net/scarletviolet/pokemon/new/318.png,https://www.serebii.net/pokemon/art/318.png,carvanha,https://img.pokemondb.net/artwork/large/carvanha.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/carvanha.png,
319,M-Sharpedo,,,,sharpedo-mega,,319-m,,,C,,,,,,,,,,,,,70,140,70,110,65,105,560,Water,Dark,Strong Jaw,,,,0,-1,,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/sharpedo-mega.png,https://www.serebii.net/scarletviolet/pokemon/new/319-m.png,https://www.serebii.net/pokemon/art/319-m.png,sharpedo-mega,https://img.pokemondb.net/artwork/large/sharpedo-mega.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/sharpedo-mega.png,
319,Sharpedo,,,,sharpedo,,319,,,C,,,,,,,,,,,,,70,120,40,95,40,95,460,Water,Dark,Rough Skin,,Speed Boost,,0,-2,,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/sharpedo.png,https://www.serebii.net/scarletviolet/pokemon/new/319.png,https://www.serebii.net/pokemon/art/319.png,sharpedo,https://img.pokemondb.net/artwork/large/sharpedo.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/sharpedo.png,
320,Wailmer,,,,wailmer,,320,,,Z,,,,,,,,,,,,,130,70,35,70,35,60,400,Water,,Water Veil,Oblivious,Pressure,,0,-3,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/wailmer.png,https://www.serebii.net/scarletviolet/pokemon/new/320.png,https://www.serebii.net/pokemon/art/320.png,wailmer,https://img.pokemondb.net/artwork/large/wailmer.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/wailmer.png,
321,Wailord,,,,wailord,,321,,,C,,,,,,,,,,,,,170,90,45,90,45,60,500,Water,,Water Veil,Oblivious,Pressure,,0,-3,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/wailord.png,https://www.serebii.net/scarletviolet/pokemon/new/321.png,https://www.serebii.net/pokemon/art/321.png,wailord,https://img.pokemondb.net/artwork/large/wailord.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/wailord.png,
322,Numel,,,,numel,,322,,,Z,,,,,,,,,,,,,60,60,40,65,45,35,305,Fire,Ground,Oblivious,Simple,Own Tempo,,0,-3,,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/numel.png,https://www.serebii.net/scarletviolet/pokemon/new/322.png,https://www.serebii.net/pokemon/art/322.png,numel,https://img.pokemondb.net/artwork/large/numel.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/numel.png,
323,M-Camerupt,,,,camerupt-mega,,323-m,,,B,,,,,,,,,,,,,70,120,100,145,105,20,560,Fire,Ground,Sheer Force,,,,0,-1,,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/camerupt-mega.png,https://www.serebii.net/scarletviolet/pokemon/new/323-m.png,https://www.serebii.net/pokemon/art/323-m.png,camerupt-mega,https://img.pokemondb.net/artwork/large/camerupt-mega.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/camerupt-mega.png,
323,Camerupt,,,,camerupt,,323,,,C,,,,,,,,,,,,,70,100,70,105,75,40,460,Fire,Ground,Magma Armor,Solid Rock,Anger Point,,0,-3,,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/camerupt.png,https://www.serebii.net/scarletviolet/pokemon/new/323.png,https://www.serebii.net/pokemon/art/323.png,camerupt,https://img.pokemondb.net/artwork/large/camerupt.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/camerupt.png,
324,Torkoal,,,,torkoal,,324,,,B,,,,,,,,,,,,,70,85,140,85,70,20,470,Fire,,White Smoke,Drought,Shell Armor,,0,-3,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/torkoal.png,https://www.serebii.net/scarletviolet/pokemon/new/324.png,https://www.serebii.net/pokemon/art/324.png,torkoal,https://img.pokemondb.net/artwork/large/torkoal.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/torkoal.png,
325,Spoink,,,,spoink,,325,,,Z,,,,,,,,,,,,,60,25,35,70,80,60,330,Psychic,,Thick Fat,Own Tempo,Gluttony,,1,-2,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/spoink.png,https://www.serebii.net/scarletviolet/pokemon/new/325.png,https://www.serebii.net/pokemon/art/325.png,spoink,https://img.pokemondb.net/artwork/large/spoink.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/spoink.png,
326,Grumpig,,,,grumpig,,326,,,C,,,,,,,,,,,,,80,45,65,90,110,80,470,Psychic,,Thick Fat,Own Tempo,Gluttony,,1,-2,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/grumpig.png,https://www.serebii.net/scarletviolet/pokemon/new/326.png,https://www.serebii.net/pokemon/art/326.png,grumpig,https://img.pokemondb.net/artwork/large/grumpig.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/grumpig.png,
327,Spinda,,,,spinda,,327,,,Z,,,,,,,,,,,,,60,60,60,60,60,60,360,Normal,,Own Tempo,Tangled Feet,Contrary,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/spinda.png,https://www.serebii.net/scarletviolet/pokemon/new/327.png,https://www.serebii.net/pokemon/art/327.png,spinda,https://img.pokemondb.net/artwork/large/spinda.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/spinda.png,
328,Trapinch,,,,trapinch,,328,,,Z,,,,,,,,,,,,,45,100,45,45,45,10,290,Ground,,Hyper Cutter,Arena Trap,Sheer Force,,0,-3,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/trapinch.png,https://www.serebii.net/scarletviolet/pokemon/new/328.png,https://www.serebii.net/pokemon/art/328.png,trapinch,https://img.pokemondb.net/artwork/large/trapinch.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/trapinch.png,
329,Vibrava,,,,vibrava,,329,,,Z,,,,,,,,,,,,,50,70,50,50,50,70,340,Ground,Dragon,Levitate,,,,1,0,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/vibrava.png,https://www.serebii.net/scarletviolet/pokemon/new/329.png,https://www.serebii.net/pokemon/art/329.png,vibrava,https://img.pokemondb.net/artwork/large/vibrava.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/vibrava.png,
330,Flygon,,,,flygon,,330,,,C,,,,,,,,,,,,,80,100,80,80,80,100,520,Ground,Dragon,Levitate,,,,1,0,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/flygon.png,https://www.serebii.net/scarletviolet/pokemon/new/330.png,https://www.serebii.net/pokemon/art/330.png,flygon,https://img.pokemondb.net/artwork/large/flygon.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/flygon.png,
331,Cacnea,,,,cacnea,,331,,,Z,,,,,,,,,,,,,50,85,40,85,40,35,335,Grass,,Sand Veil,,Water Absorb,,1,-1,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/cacnea.png,https://www.serebii.net/scarletviolet/pokemon/new/331.png,https://www.serebii.net/pokemon/art/331.png,cacnea,https://img.pokemondb.net/artwork/large/cacnea.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/cacnea.png,
332,Cacturne,,,,cacturne,,332,,,Z,,,,,,,,,,,,,70,115,60,115,60,55,475,Grass,Dark,Sand Veil,,Water Absorb,,1,-1,,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,0.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,0.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/cacturne.png,https://www.serebii.net/scarletviolet/pokemon/new/332.png,https://www.serebii.net/pokemon/art/332.png,cacturne,https://img.pokemondb.net/artwork/large/cacturne.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/cacturne.png,
333,Swablu,,,,swablu,,333,,,Z,,,,,,,,,,,,,45,40,60,40,75,50,310,Normal,Flying,Natural Cure,,Cloud Nine,,0,-2,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/swablu.png,https://www.serebii.net/scarletviolet/pokemon/new/333.png,https://www.serebii.net/pokemon/art/333.png,swablu,https://img.pokemondb.net/artwork/large/swablu.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/swablu.png,
334,M-Altaria,,,,altaria-mega,,334-m,,,B,,,,,,,,,,,,,75,110,110,110,105,80,590,Dragon,Fairy,Pixilate,,,,0,-1,,1.0,0.5,0.5,0.5,0.5,2.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,2.0,,1.0,0.5,0.5,0.5,0.5,2.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,2.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/altaria-mega.png,https://www.serebii.net/scarletviolet/pokemon/new/334-m.png,https://www.serebii.net/pokemon/art/334-m.png,altaria-mega,https://img.pokemondb.net/artwork/large/altaria-mega.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/altaria-mega.png,
